m,TagName,
"2016-11-01 00:00:00","javascript","20402"
"2016-11-01 00:00:00","perl","365"
"2016-11-01 00:00:00","php","11869"
"2016-11-01 00:00:00","python","14129"
"2016-11-01 00:00:00","r","3547"
"2016-11-01 00:00:00","ruby","1752"
"2016-11-01 00:00:00","swift","4355"
"2016-12-01 00:00:00","assembly","310"
"2016-12-01 00:00:00","c","2790"
"2016-12-01 00:00:00","c#","10644"
"2016-12-01 00:00:00","c++","5201"
"2016-12-01 00:00:00","delphi","252"
"2016-12-01 00:00:00","go","494"
"2016-12-01 00:00:00","java","13779"
"2016-12-01 00:00:00","javascript","19687"
"2016-12-01 00:00:00","perl","336"
"2016-12-01 00:00:00","php","11386"
"2016-12-01 00:00:00","python","12989"
"2016-12-01 00:00:00","r","3141"
"2016-12-01 00:00:00","ruby","1625"
"2016-12-01 00:00:00","swift","3919"
"2017-01-01 00:00:00","assembly","306"
"2017-01-01 00:00:00","c","2751"
"2017-01-01 00:00:00","c#","11652"
"2017-01-01 00:00:00","c++","5630"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","go","556"
"2017-01-01 00:00:00","java","14496"
"2017-01-01 00:00:00","javascript","21313"
"2017-01-01 00:00:00","perl","322"
"2017-01-01 00:00:00","php","12514"
"2017-01-01 00:00:00","python","14218"
"2017-01-01 00:00:00","r","3481"
"2017-01-01 00:00:00","ruby","1820"
"2017-01-01 00:00:00","swift","4329"
"2017-02-01 00:00:00","assembly","301"
"2017-02-01 00:00:00","c","2715"
"2017-02-01 00:00:00","c#","11437"
"2017-02-01 00:00:00","c++","5149"
"2017-02-01 00:00:00","delphi","304"
"2017-02-01 00:00:00","go","548"
"2017-02-01 00:00:00","java","14498"
"2017-02-01 00:00:00","javascript","21114"
"2017-02-01 00:00:00","perl","398"
"2017-02-01 00:00:00","php","12394"
"2017-02-01 00:00:00","python","14720"
"2017-02-01 00:00:00","r","3668"
"2017-02-01 00:00:00","ruby","1618"
"2017-02-01 00:00:00","swift","4043"
"2017-03-01 00:00:00","assembly","368"
"2017-03-01 00:00:00","c","2950"
"2017-03-01 00:00:00","c#","12941"
"2017-03-01 00:00:00","c++","6202"
"2017-03-01 00:00:00","delphi","303"
"2017-03-01 00:00:00","go","650"
"2017-03-01 00:00:00","java","17235"
"2017-03-01 00:00:00","javascript","23579"
"2017-03-01 00:00:00","perl","408"
"2017-03-01 00:00:00","php","13909"
"2017-03-01 00:00:00","python","17052"
"2017-03-01 00:00:00","r","4592"
"2017-03-01 00:00:00","ruby","1788"
"2017-03-01 00:00:00","swift","4603"
"2017-04-01 00:00:00","assembly","315"
"2017-04-01 00:00:00","c","2838"
"2017-04-01 00:00:00","c#","11052"
"2017-04-01 00:00:00","c++","5855"
"2017-04-01 00:00:00","delphi","263"
"2017-04-01 00:00:00","go","506"
"2017-04-01 00:00:00","java","15822"
"2017-04-01 00:00:00","javascript","21129"
"2017-04-01 00:00:00","perl","366"
"2017-04-01 00:00:00","php","12291"
"2017-04-01 00:00:00","python","15584"
"2017-04-01 00:00:00","r","4245"
"2017-04-01 00:00:00","ruby","1483"
"2017-04-01 00:00:00","swift","3899"
"2017-05-01 00:00:00","assembly","347"
"2017-05-01 00:00:00","c","2738"
"2017-05-01 00:00:00","c#","11931"
"2017-05-01 00:00:00","c++","5277"
"2017-05-01 00:00:00","delphi","316"
"2017-05-01 00:00:00","go","580"
"2017-05-01 00:00:00","java","16263"
"2017-05-01 00:00:00","javascript","22286"
"2017-05-01 00:00:00","perl","353"
"2017-05-01 00:00:00","php","12954"
"2017-05-01 00:00:00","python","16124"
"2017-05-01 00:00:00","r","4296"
"2017-05-01 00:00:00","ruby","1515"
"2017-05-01 00:00:00","swift","4084"
"2017-06-01 00:00:00","assembly","238"
"2017-06-01 00:00:00","c","2337"
"2017-06-01 00:00:00","c#","11247"
"2017-06-01 00:00:00","c++","4662"
"2017-06-01 00:00:00","delphi","245"
"2017-06-01 00:00:00","go","572"
"2017-06-01 00:00:00","java","14548"
"2017-06-01 00:00:00","javascript","21476"
"2017-06-01 00:00:00","perl","310"
"2017-06-01 00:00:00","php","11642"
"2017-06-01 00:00:00","python","15940"
"2017-06-01 00:00:00","r","4434"
"2017-06-01 00:00:00","ruby","1411"
"2017-06-01 00:00:00","swift","4185"
"2017-07-01 00:00:00","assembly","220"
"2017-07-01 00:00:00","c","2037"
"2017-07-01 00:00:00","c#","11163"
"2017-07-01 00:00:00","c++","5000"
"2017-07-01 00:00:00","delphi","206"
"2017-07-01 00:00:00","go","653"
"2017-07-01 00:00:00","java","14057"
"2017-07-01 00:00:00","javascript","21506"
"2017-07-01 00:00:00","perl","322"
"2017-07-01 00:00:00","php","11665"
"2017-07-01 00:00:00","python","16851"
"2017-07-01 00:00:00","r","4569"
"2017-07-01 00:00:00","ruby","1517"
"2017-07-01 00:00:00","swift","4341"
"2017-08-01 00:00:00","assembly","215"
"2017-08-01 00:00:00","c","2036"
"2017-08-01 00:00:00","c#","10917"
"2017-08-01 00:00:00","c++","4768"
"2017-08-01 00:00:00","delphi","289"
"2017-08-01 00:00:00","go","603"
"2017-08-01 00:00:00","java","13698"
"2017-08-01 00:00:00","javascript","21256"
"2017-08-01 00:00:00","perl","355"
"2017-08-01 00:00:00","php","11552"
"2017-08-01 00:00:00","python","16433"
"2017-08-01 00:00:00","r","4552"
"2017-08-01 00:00:00","ruby","1391"
"2017-08-01 00:00:00","swift","4165"
"2017-09-01 00:00:00","assembly","228"
"2017-09-01 00:00:00","c","2091"
"2017-09-01 00:00:00","c#","9833"
"2017-09-01 00:00:00","c++","4450"
"2017-09-01 00:00:00","delphi","260"
"2017-09-01 00:00:00","go","541"
"2017-09-01 00:00:00","java","12692"
"2017-09-01 00:00:00","javascript","18884"
"2017-09-01 00:00:00","perl","296"
"2017-09-01 00:00:00","php","10618"
"2017-09-01 00:00:00","python","15390"
"2017-09-01 00:00:00","r","4210"
"2017-09-01 00:00:00","ruby","1220"
"2017-09-01 00:00:00","swift","3753"
"2017-10-01 00:00:00","assembly","328"
"2017-10-01 00:00:00","c","2767"
"2017-10-01 00:00:00","c#","10172"
"2017-10-01 00:00:00","c++","5200"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","go","613"
"2017-10-01 00:00:00","java","13940"
"2017-10-01 00:00:00","javascript","19726"
"2017-10-01 00:00:00","perl","333"
"2017-10-01 00:00:00","php","10741"
"2017-10-01 00:00:00","python","16879"
"2017-10-01 00:00:00","r","4523"
"2017-10-01 00:00:00","ruby","1294"
"2017-10-01 00:00:00","swift","3881"
"2017-11-01 00:00:00","assembly","384"
"2017-11-01 00:00:00","c","2937"
"2017-11-01 00:00:00","c#","9747"
"2017-11-01 00:00:00","c++","5017"
"2017-11-01 00:00:00","delphi","199"
"2017-11-01 00:00:00","go","654"
"2017-11-01 00:00:00","java","14103"
"2017-11-01 00:00:00","javascript","19298"
"2017-11-01 00:00:00","perl","262"
"2017-11-01 00:00:00","php","10505"
"2017-11-01 00:00:00","python","16889"
"2017-11-01 00:00:00","r","4492"
"2017-11-01 00:00:00","ruby","1169"
"2017-11-01 00:00:00","swift","3657"
"2017-12-01 00:00:00","assembly","247"
"2017-12-01 00:00:00","c","2190"
"2017-12-01 00:00:00","c#","8552"
"2017-12-01 00:00:00","c++","4442"
"2017-12-01 00:00:00","delphi","186"
"2017-12-01 00:00:00","go","522"
"2017-12-01 00:00:00","java","11916"
"2017-12-01 00:00:00","javascript","16877"
"2017-12-01 00:00:00","perl","236"
"2017-12-01 00:00:00","php","9060"
"2017-12-01 00:00:00","python","14868"
"2017-12-01 00:00:00","r","3709"
"2017-12-01 00:00:00","ruby","1014"
"2017-12-01 00:00:00","swift","3194"
"2018-01-01 00:00:00","assembly","252"
"2018-01-01 00:00:00","c","2205"
"2018-01-01 00:00:00","c#","9342"
"2018-01-01 00:00:00","c++","4732"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","go","540"
"2018-01-01 00:00:00","java","12305"
"2018-01-01 00:00:00","javascript","18826"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","php","10048"
"2018-01-01 00:00:00","python","16175"
"2018-01-01 00:00:00","r","4193"
"2018-01-01 00:00:00","ruby","1159"
"2018-01-01 00:00:00","swift","3734"
"2018-02-01 00:00:00","assembly","281"
"2018-02-01 00:00:00","c","2137"
"2018-02-01 00:00:00","c#","8551"
"2018-02-01 00:00:00","c++","4559"
"2018-02-01 00:00:00","delphi","212"
"2018-02-01 00:00:00","go","581"
"2018-02-01 00:00:00","java","11996"
"2018-02-01 00:00:00","javascript","17177"
"2018-02-01 00:00:00","perl","230"
"2018-02-01 00:00:00","php","9083"
"2018-02-01 00:00:00","python","16250"
"2018-02-01 00:00:00","r","4492"
"2018-02-01 00:00:00","ruby","1028"
"2018-02-01 00:00:00","swift","3393"
"2018-03-01 00:00:00","assembly","317"
"2018-03-01 00:00:00","c","2457"
"2018-03-01 00:00:00","c#","9752"
"2018-03-01 00:00:00","c++","5163"
"2018-03-01 00:00:00","delphi","219"
"2018-03-01 00:00:00","go","601"
"2018-03-01 00:00:00","java","13511"
"2018-03-01 00:00:00","javascript","19078"
"2018-03-01 00:00:00","perl","287"
"2018-03-01 00:00:00","php","9787"
"2018-03-01 00:00:00","python","17847"
"2018-03-01 00:00:00","r","5091"
"2018-03-01 00:00:00","ruby","1059"
"2018-03-01 00:00:00","swift","4037"
"2018-04-01 00:00:00","assembly","320"
"2018-04-01 00:00:00","c","2175"
"2018-04-01 00:00:00","c#","9203"
"2018-04-01 00:00:00","c++","4648"
"2018-04-01 00:00:00","delphi","202"
"2018-04-01 00:00:00","go","616"
"2018-04-01 00:00:00","java","13440"
"2018-04-01 00:00:00","javascript","17904"
"2018-04-01 00:00:00","perl","252"
"2018-04-01 00:00:00","php","8890"
"2018-04-01 00:00:00","python","16906"
"2018-04-01 00:00:00","r","4719"
"2018-04-01 00:00:00","ruby","984"
"2018-04-01 00:00:00","swift","3559"
"2018-05-01 00:00:00","assembly","296"
"2018-05-01 00:00:00","c","2355"
"2018-05-01 00:00:00","c#","9895"
"2018-05-01 00:00:00","c++","4676"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","go","628"
"2018-05-01 00:00:00","java","13424"
"2018-05-01 00:00:00","javascript","18013"
"2018-05-01 00:00:00","perl","242"
"2018-05-01 00:00:00","php","9417"
"2018-05-01 00:00:00","python","17513"
"2018-05-01 00:00:00","r","4724"
"2018-05-01 00:00:00","ruby","1032"
"2018-05-01 00:00:00","swift","3608"
"2018-06-01 00:00:00","assembly","202"
"2018-06-01 00:00:00","c","1828"
"2018-06-01 00:00:00","c#","8757"
"2018-06-01 00:00:00","c++","4081"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","go","671"
"2018-06-01 00:00:00","java","11753"
"2018-06-01 00:00:00","javascript","17134"
"2018-06-01 00:00:00","perl","238"
"2018-06-01 00:00:00","php","8390"
"2018-06-01 00:00:00","python","16749"
"2018-06-01 00:00:00","r","4474"
"2018-06-01 00:00:00","ruby","988"
"2018-06-01 00:00:00","swift","3128"
"2018-07-01 00:00:00","assembly","181"
"2018-07-01 00:00:00","c","1593"
"2018-07-01 00:00:00","c#","9374"
"2018-07-01 00:00:00","c++","3897"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","go","685"
"2018-07-01 00:00:00","java","11698"
"2018-07-01 00:00:00","javascript","17754"
"2018-07-01 00:00:00","perl","245"
"2018-07-01 00:00:00","php","8517"
"2018-07-01 00:00:00","python","17884"
"2018-07-01 00:00:00","r","4398"
"2018-07-01 00:00:00","ruby","939"
"2018-07-01 00:00:00","swift","3657"
"2018-08-01 00:00:00","assembly","176"
"2018-08-01 00:00:00","c","1672"
"2018-08-01 00:00:00","c#","9447"
"2018-08-01 00:00:00","c++","3887"
"2018-08-01 00:00:00","delphi","204"
"2018-08-01 00:00:00","go","703"
"2018-08-01 00:00:00","java","11265"
"2018-08-01 00:00:00","javascript","17796"
"2018-08-01 00:00:00","perl","227"
"2018-08-01 00:00:00","php","8451"
"2018-08-01 00:00:00","python","17690"
"2018-08-01 00:00:00","r","4095"
"2018-08-01 00:00:00","ruby","874"
"2018-08-01 00:00:00","swift","3559"
"2018-09-01 00:00:00","assembly","256"
"2018-09-01 00:00:00","c","1827"
"2018-09-01 00:00:00","c#","8333"
"2018-09-01 00:00:00","c++","3723"
"2018-09-01 00:00:00","delphi","181"
"2018-09-01 00:00:00","go","670"
"2018-09-01 00:00:00","java","10678"
"2018-09-01 00:00:00","javascript","15962"
"2018-09-01 00:00:00","perl","204"
"2018-09-01 00:00:00","php","7637"
"2018-09-01 00:00:00","python","15966"
"2018-09-01 00:00:00","r","3741"
"2018-09-01 00:00:00","ruby","774"
"2018-09-01 00:00:00","swift","3130"
"2018-10-01 00:00:00","assembly","319"
"2018-10-01 00:00:00","c","2433"
"2018-10-01 00:00:00","c#","9305"
"2018-10-01 00:00:00","c++","4287"
"2018-10-01 00:00:00","delphi","221"
"2018-10-01 00:00:00","go","788"
"2018-10-01 00:00:00","java","12454"
"2018-10-01 00:00:00","javascript","17338"
"2018-10-01 00:00:00","perl","277"
"2018-10-01 00:00:00","php","8103"
"2018-10-01 00:00:00","python","18093"
"2018-10-01 00:00:00","r","4339"
"2018-10-01 00:00:00","ruby","894"
"2018-10-01 00:00:00","swift","3260"
"2018-11-01 00:00:00","assembly","301"
"2018-11-01 00:00:00","c","2513"
"2018-11-01 00:00:00","c#","8443"
"2018-11-01 00:00:00","c++","4326"
"2018-11-01 00:00:00","delphi","179"
"2018-11-01 00:00:00","go","716"
"2018-11-01 00:00:00","java","11654"
"2018-11-01 00:00:00","javascript","16118"
"2018-11-01 00:00:00","perl","234"
"2018-11-01 00:00:00","php","7047"
"2018-11-01 00:00:00","python","17943"
"2018-11-01 00:00:00","r","4213"
"2018-11-01 00:00:00","ruby","833"
"2018-11-01 00:00:00","swift","2972"
"2018-12-01 00:00:00","assembly","218"
"2018-12-01 00:00:00","c","2183"
"2018-12-01 00:00:00","c#","7511"
"2018-12-01 00:00:00","c++","3541"
"2018-12-01 00:00:00","delphi","173"
"2018-12-01 00:00:00","go","656"
"2018-12-01 00:00:00","java","10396"
"2018-12-01 00:00:00","javascript","14211"
"2018-12-01 00:00:00","perl","217"
"2018-12-01 00:00:00","php","6189"
"2018-12-01 00:00:00","python","15665"
"2018-12-01 00:00:00","r","3389"
"2018-12-01 00:00:00","ruby","806"
"2018-12-01 00:00:00","swift","2774"
"2019-01-01 00:00:00","assembly","219"
"2019-01-01 00:00:00","c","2270"
"2019-01-01 00:00:00","c#","8717"
"2019-01-01 00:00:00","c++","3892"
"2019-01-01 00:00:00","delphi","213"
"2019-01-01 00:00:00","go","651"
"2019-01-01 00:00:00","java","10981"
"2019-01-01 00:00:00","javascript","15968"
"2019-01-01 00:00:00","perl","261"
"2019-01-01 00:00:00","php","7130"
"2019-01-01 00:00:00","python","16886"
"2019-01-01 00:00:00","r","3935"
"2019-01-01 00:00:00","ruby","915"
"2019-01-01 00:00:00","swift","2893"
"2019-02-01 00:00:00","assembly","223"
"2019-02-01 00:00:00","c","2045"
"2019-02-01 00:00:00","c#","8318"
"2019-02-01 00:00:00","c++","3714"
"2019-02-01 00:00:00","delphi","190"
"2019-02-01 00:00:00","go","624"
"2019-02-01 00:00:00","java","10941"
"2019-02-01 00:00:00","javascript","15626"
"2019-02-01 00:00:00","perl","249"
"2019-02-01 00:00:00","php","7238"
"2019-02-01 00:00:00","python","17476"
"2019-02-01 00:00:00","r","4236"
"2019-02-01 00:00:00","ruby","784"
"2019-02-01 00:00:00","swift","2669"
"2019-03-01 00:00:00","assembly","276"
"2019-03-01 00:00:00","c","2369"
"2019-03-01 00:00:00","c#","8924"
"2019-03-01 00:00:00","c++","4407"
"2019-03-01 00:00:00","delphi","184"
"2019-03-01 00:00:00","go","718"
"2019-03-01 00:00:00","java","11982"
"2019-03-01 00:00:00","javascript","17270"
"2019-03-01 00:00:00","perl","231"
"2019-03-01 00:00:00","php","7744"
"2019-03-01 00:00:00","python","19832"
"2019-03-01 00:00:00","r","4480"
"2019-03-01 00:00:00","ruby","839"
"2019-03-01 00:00:00","swift","2935"
"2019-04-01 00:00:00","assembly","303"
"2019-04-01 00:00:00","c","2419"
"2019-04-01 00:00:00","c#","9069"
"2019-04-01 00:00:00","c++","4360"
"2019-04-01 00:00:00","delphi","203"
"2019-04-01 00:00:00","go","647"
"2019-04-01 00:00:00","java","11111"
"2019-04-01 00:00:00","javascript","16104"
"2019-04-01 00:00:00","perl","205"
"2019-04-01 00:00:00","php","7153"
"2019-04-01 00:00:00","python","19759"
"2019-04-01 00:00:00","r","4591"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","swift","3057"
"2019-05-01 00:00:00","assembly","234"
"2019-05-01 00:00:00","c","2085"
"2019-05-01 00:00:00","c#","8992"
"2019-05-01 00:00:00","c++","4111"
"2019-05-01 00:00:00","delphi","168"
"2019-05-01 00:00:00","go","670"
"2019-05-01 00:00:00","java","11026"
"2019-05-01 00:00:00","javascript","16080"
"2019-05-01 00:00:00","perl","220"
"2019-05-01 00:00:00","php","6922"
"2019-05-01 00:00:00","python","18830"
"2019-05-01 00:00:00","r","4292"
"2019-05-01 00:00:00","ruby","760"
"2019-05-01 00:00:00","swift","3089"
"2019-06-01 00:00:00","assembly","199"
"2019-06-01 00:00:00","c","1718"
"2019-06-01 00:00:00","c#","7567"
"2019-06-01 00:00:00","c++","3629"
"2019-06-01 00:00:00","delphi","134"
"2019-06-01 00:00:00","go","524"
"2019-06-01 00:00:00","java","9587"
"2019-06-01 00:00:00","javascript","14747"
"2019-06-01 00:00:00","perl","235"
"2019-06-01 00:00:00","php","5986"
"2019-06-01 00:00:00","python","17165"
"2019-06-01 00:00:00","r","3942"
"2019-06-01 00:00:00","ruby","701"
"2019-06-01 00:00:00","swift","3084"
"2019-07-01 00:00:00","assembly","187"
"2019-07-01 00:00:00","c","1745"
"2019-07-01 00:00:00","c#","8412"
"2019-07-01 00:00:00","c++","4251"
"2019-07-01 00:00:00","delphi","164"
"2019-07-01 00:00:00","go","623"
"2019-07-01 00:00:00","java","10781"
"2019-07-01 00:00:00","javascript","16070"
"2019-07-01 00:00:00","perl","236"
"2019-07-01 00:00:00","php","6629"
"2019-07-01 00:00:00","python","19667"
"2019-07-01 00:00:00","r","4187"
"2019-07-01 00:00:00","ruby","757"
"2019-07-01 00:00:00","swift","3035"
"2019-08-01 00:00:00","assembly","166"
"2019-08-01 00:00:00","c","1539"
"2019-08-01 00:00:00","c#","7671"
"2019-08-01 00:00:00","c++","3266"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","628"
"2019-08-01 00:00:00","java","9040"
"2019-08-01 00:00:00","javascript","15151"
"2019-08-01 00:00:00","perl","192"
"2019-08-01 00:00:00","php","5808"
"2019-08-01 00:00:00","python","17952"
"2019-08-01 00:00:00","r","3943"
"2019-08-01 00:00:00","ruby","776"
"2019-08-01 00:00:00","swift","2530"
"2019-09-01 00:00:00","assembly","221"
"2019-09-01 00:00:00","c","1997"
"2019-09-01 00:00:00","c#","7813"
"2019-09-01 00:00:00","c++","3760"
"2019-09-01 00:00:00","delphi","145"
"2019-09-01 00:00:00","go","615"
"2019-09-01 00:00:00","java","9613"
"2019-09-01 00:00:00","javascript","14805"
"2019-09-01 00:00:00","perl","198"
"2019-09-01 00:00:00","php","5531"
"2019-09-01 00:00:00","python","16814"
"2019-09-01 00:00:00","r","3931"
"2019-09-01 00:00:00","ruby","714"
"2019-09-01 00:00:00","swift","2557"
"2019-10-01 00:00:00","assembly","316"
"2019-10-01 00:00:00","c","2469"
"2019-10-01 00:00:00","c#","8372"
"2019-10-01 00:00:00","c++","4815"
"2019-10-01 00:00:00","delphi","152"
"2019-10-01 00:00:00","go","631"
"2019-10-01 00:00:00","java","11145"
"2019-10-01 00:00:00","javascript","15917"
"2019-10-01 00:00:00","perl","208"
"2019-10-01 00:00:00","php","6028"
"2019-10-01 00:00:00","python","20368"
"2019-10-01 00:00:00","r","4374"
"2019-10-01 00:00:00","ruby","847"
"2019-10-01 00:00:00","swift","3101"
"2019-11-01 00:00:00","assembly","280"
"2019-11-01 00:00:00","c","2495"
"2019-11-01 00:00:00","c#","7991"
"2019-11-01 00:00:00","c++","4703"
"2019-11-01 00:00:00","delphi","170"
"2019-11-01 00:00:00","go","600"
"2019-11-01 00:00:00","java","10266"
"2019-11-01 00:00:00","javascript","15665"
"2019-11-01 00:00:00","perl","219"
"2019-11-01 00:00:00","php","6078"
"2019-11-01 00:00:00","python","20514"
"2019-11-01 00:00:00","r","4278"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","swift","2856"
"2019-12-01 00:00:00","assembly","248"
"2019-12-01 00:00:00","c","2135"
"2019-12-01 00:00:00","c#","7176"
"2019-12-01 00:00:00","c++","4177"
"2019-12-01 00:00:00","delphi","125"
"2019-12-01 00:00:00","go","612"
"2019-12-01 00:00:00","java","8966"
"2019-12-01 00:00:00","javascript","14237"
"2019-12-01 00:00:00","perl","156"
"2019-12-01 00:00:00","php","5215"
"2019-12-01 00:00:00","python","18015"
"2019-12-01 00:00:00","r","3738"
"2019-12-01 00:00:00","ruby","667"
"2019-12-01 00:00:00","swift","2653"
"2020-01-01 00:00:00","assembly","228"
"2020-01-01 00:00:00","c","2037"
"2020-01-01 00:00:00","c#","7758"
"2020-01-01 00:00:00","c++","4197"
"2020-01-01 00:00:00","delphi","163"
"2020-01-01 00:00:00","go","645"
"2020-01-01 00:00:00","java","9871"
"2020-01-01 00:00:00","javascript","15937"
"2020-01-01 00:00:00","perl","164"
"2020-01-01 00:00:00","php","5874"
"2020-01-01 00:00:00","python","19871"
"2020-01-01 00:00:00","r","4132"
"2020-01-01 00:00:00","ruby","761"
"2020-01-01 00:00:00","swift","2887"
"2020-02-01 00:00:00","assembly","270"
"2020-02-01 00:00:00","c","1971"
"2020-02-01 00:00:00","c#","7674"
"2020-02-01 00:00:00","c++","4059"
"2020-02-01 00:00:00","delphi","156"
"2020-02-01 00:00:00","go","655"
"2020-02-01 00:00:00","java","9980"
"2020-02-01 00:00:00","javascript","15668"
"2020-02-01 00:00:00","perl","178"
"2020-02-01 00:00:00","php","5630"
"2020-02-01 00:00:00","python","19921"
"2020-02-01 00:00:00","r","4666"
"2020-02-01 00:00:00","ruby","652"
"2020-02-01 00:00:00","swift","2747"
"2020-03-01 00:00:00","assembly","293"
"2020-03-01 00:00:00","c","2471"
"2020-03-01 00:00:00","c#","7754"
"2020-03-01 00:00:00","c++","4619"
"2020-03-01 00:00:00","delphi","166"
"2020-03-01 00:00:00","go","651"
"2020-03-01 00:00:00","java","11007"
"2020-03-01 00:00:00","javascript","17465"
"2020-03-01 00:00:00","perl","196"
"2020-03-01 00:00:00","php","5643"
"2020-03-01 00:00:00","python","22543"
"2020-03-01 00:00:00","r","5110"
"2020-03-01 00:00:00","ruby","709"
"2020-03-01 00:00:00","swift","2902"
"2020-04-01 00:00:00","assembly","373"
"2020-04-01 00:00:00","c","3232"
"2020-04-01 00:00:00","c#","8549"
"2020-04-01 00:00:00","c++","6174"
"2020-04-01 00:00:00","delphi","231"
"2020-04-01 00:00:00","go","792"
"2020-04-01 00:00:00","java","12542"
"2020-04-01 00:00:00","javascript","20780"
"2020-04-01 00:00:00","perl","218"
"2020-04-01 00:00:00","php","6591"
"2020-04-01 00:00:00","python","27474"
"2020-04-01 00:00:00","r","6172"
"2020-04-01 00:00:00","ruby","760"
"2020-04-01 00:00:00","swift","3433"
"2020-05-01 00:00:00","assembly","357"
"2020-05-01 00:00:00","c","3351"
"2020-05-01 00:00:00","c#","8554"
"2020-05-01 00:00:00","c++","6364"
"2020-05-01 00:00:00","delphi","200"
"2020-05-01 00:00:00","go","749"
"2020-05-01 00:00:00","java","11945"
"2020-05-01 00:00:00","javascript","21375"
"2020-05-01 00:00:00","perl","211"
"2020-05-01 00:00:00","php","6485"
"2020-05-01 00:00:00","python","29287"
"2020-05-01 00:00:00","r","6003"
"2020-05-01 00:00:00","ruby","694"
"2020-05-01 00:00:00","swift","3498"
"2020-06-01 00:00:00","assembly","327"
"2020-06-01 00:00:00","c","2580"
"2020-06-01 00:00:00","c#","7865"
"2020-06-01 00:00:00","c++","5593"
"2020-06-01 00:00:00","delphi","202"
"2020-06-01 00:00:00","go","705"
"2020-06-01 00:00:00","java","10770"
"2020-06-01 00:00:00","javascript","19693"
"2020-06-01 00:00:00","perl","198"
"2020-06-01 00:00:00","php","5901"
"2020-06-01 00:00:00","python","26993"
"2020-06-01 00:00:00","r","5431"
"2020-06-01 00:00:00","ruby","611"
"2020-06-01 00:00:00","swift","3143"
"2020-07-01 00:00:00","assembly","269"
"2020-07-01 00:00:00","c","2087"
"2020-07-01 00:00:00","c#","7768"
"2020-07-01 00:00:00","c++","5146"
"2020-07-01 00:00:00","delphi","192"
"2020-07-01 00:00:00","go","638"
"2020-07-01 00:00:00","java","10397"
"2020-07-01 00:00:00","javascript","19782"
"2020-07-01 00:00:00","perl","175"
"2020-07-01 00:00:00","php","5916"
"2020-07-01 00:00:00","python","26174"
"2020-07-01 00:00:00","r","4931"
"2020-07-01 00:00:00","ruby","695"
"2020-07-01 00:00:00","swift","2976"
"2020-08-01 00:00:00","assembly","264"
"2020-08-01 00:00:00","c","1887"
"2020-08-01 00:00:00","c#","7037"
"2020-08-01 00:00:00","c++","4759"
"2020-08-01 00:00:00","delphi","183"
"2020-08-01 00:00:00","go","704"
"2020-08-01 00:00:00","java","9258"
"2020-08-01 00:00:00","javascript","17942"
"2020-08-01 00:00:00","perl","192"
"2020-08-01 00:00:00","php","4971"
"2020-08-01 00:00:00","python","22920"
"2020-08-01 00:00:00","r","4486"
"2020-08-01 00:00:00","ruby","553"
"2020-08-01 00:00:00","swift","2653"
"2020-09-01 00:00:00","assembly","294"
"2020-09-01 00:00:00","c","2139"
"2020-09-01 00:00:00","c#","6428"
"2020-09-01 00:00:00","c++","3901"
"2020-09-01 00:00:00","delphi","172"
"2020-09-01 00:00:00","go","727"
"2020-09-01 00:00:00","java","8895"
"2020-09-01 00:00:00","javascript","16694"
"2020-09-01 00:00:00","perl","165"
"2020-09-01 00:00:00","php","4748"
"2020-09-01 00:00:00","python","21610"
"2020-09-01 00:00:00","r","4748"
"2020-09-01 00:00:00","ruby","512"
"2020-09-01 00:00:00","swift","2540"
"2020-10-01 00:00:00","assembly","343"
"2020-10-01 00:00:00","c","2356"
"2020-10-01 00:00:00","c#","6164"
"2020-10-01 00:00:00","c++","4298"
"2020-10-01 00:00:00","delphi","180"
"2020-10-01 00:00:00","go","589"
"2020-10-01 00:00:00","java","8892"
"2020-10-01 00:00:00","javascript","16340"
"2020-10-01 00:00:00","perl","170"
"2020-10-01 00:00:00","php","4560"
"2020-10-01 00:00:00","python","22669"
"2020-10-01 00:00:00","r","5061"
"2020-10-01 00:00:00","ruby","491"
"2020-10-01 00:00:00","swift","2302"
"2020-11-01 00:00:00","assembly","373"
"2020-11-01 00:00:00","c","2682"
"2020-11-01 00:00:00","c#","5958"
"2020-11-01 00:00:00","c++","4291"
"2020-11-01 00:00:00","delphi","193"
"2020-11-01 00:00:00","go","523"
"2020-11-01 00:00:00","java","8434"
"2020-11-01 00:00:00","javascript","15429"
"2020-11-01 00:00:00","perl","149"
"2020-11-01 00:00:00","php","4596"
"2020-11-01 00:00:00","python","22033"
"2020-11-01 00:00:00","r","4796"
"2020-11-01 00:00:00","ruby","501"
"2020-11-01 00:00:00","swift","2151"
"2020-12-01 00:00:00","assembly","297"
"2020-12-01 00:00:00","c","2632"
